CMA,CDUID,Province,RCP,GCM,Era,Number of heat hospitalizations per year
Rouyn-Noranda,2486,Quebec,rcp85,HadGEM2-ES,2080s,109.5047924
Rouyn-Noranda,2486,Quebec,rcp85,MIROC-ESM-CHEM,2050s,64.27955128
Rouyn-Noranda,2486,Quebec,rcp85,MIROC-ESM-CHEM,2080s,125.0908865
Rouyn-Noranda,2486,Quebec,rcp85,MRI-CGCM3,2050s,32.14480855
Rouyn-Noranda,2486,Quebec,rcp85,MRI-CGCM3,2080s,65.15195772
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,CCSM4,2050s,15.82878023
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,CCSM4,2080s,21.10006038
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,GFDL-CM3,2050s,31.64513782
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,GFDL-CM3,2080s,43.59100362
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,GFDL-ESM2M,2050s,12.24850541
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,GFDL-ESM2M,2080s,17.73114268
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,HadGEM2-AO,2050s,23.21383084
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,HadGEM2-AO,2080s,33.02913554
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,HadGEM2-ES,2050s,19.76063134
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,HadGEM2-ES,2080s,32.58130057
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,MIROC-ESM-CHEM,2050s,22.42938244
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,MIROC-ESM-CHEM,2080s,31.16055999
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,MRI-CGCM3,2050s,11.84833463
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp45,MRI-CGCM3,2080s,18.05190948
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,CCSM4,2050s,20.78160317
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,CCSM4,2080s,39.86831904
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,GFDL-CM3,2050s,35.03061475
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,GFDL-CM3,2080s,62.14999437
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,GFDL-ESM2M,2050s,20.07402275
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,GFDL-ESM2M,2080s,32.93753967
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,HadGEM2-AO,2050s,24.9039972
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,HadGEM2-AO,2080s,46.30316712
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,HadGEM2-ES,2050s,24.82820683
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,HadGEM2-ES,2080s,52.33509139
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,MIROC-ESM-CHEM,2050s,29.69556199
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,MIROC-ESM-CHEM,2080s,59.2564029
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,MRI-CGCM3,2050s,14.56480951
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2487,Quebec,rcp85,MRI-CGCM3,2080s,29.52629884
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,CCSM4,2050s,19.45261979
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,CCSM4,2080s,24.95490725
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,GFDL-CM3,2050s,39.04997453
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,GFDL-CM3,2080s,54.27296968
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,GFDL-ESM2M,2050s,15.6317591
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,GFDL-ESM2M,2080s,22.28884019
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,HadGEM2-AO,2050s,27.44481707
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,HadGEM2-AO,2080s,38.76117901
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,HadGEM2-ES,2050s,23.62000512
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,HadGEM2-ES,2080s,38.53143041
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,MIROC-ESM-CHEM,2050s,27.167656
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,MIROC-ESM-CHEM,2080s,36.97472203
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,MRI-CGCM3,2050s,14.162922
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp45,MRI-CGCM3,2080s,21.43682968
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,CCSM4,2050s,24.87803102
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,CCSM4,2080s,47.95766338
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,GFDL-CM3,2050s,43.16851713
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,GFDL-CM3,2080s,76.67989587
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,GFDL-ESM2M,2050s,25.057143
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,GFDL-ESM2M,2080s,40.60643411
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,HadGEM2-AO,2050s,31.23346788
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,HadGEM2-AO,2080s,57.48795397
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,HadGEM2-ES,2050s,29.85127374
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,HadGEM2-ES,2080s,62.80173352
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,MIROC-ESM-CHEM,2050s,35.89913715
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,MIROC-ESM-CHEM,2080s,71.76092958
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,MRI-CGCM3,2050s,17.07969899
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2488,Quebec,rcp85,MRI-CGCM3,2080s,35.34486295
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,CCSM4,2050s,37.00094184
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,CCSM4,2080s,46.76068518
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,GFDL-CM3,2050s,71.97681187
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,GFDL-CM3,2080s,101.702871
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,GFDL-ESM2M,2050s,28.50429356
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,GFDL-ESM2M,2080s,42.04005598
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,HadGEM2-AO,2050s,47.20089826
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,HadGEM2-AO,2080s,67.09334518
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,HadGEM2-ES,2050s,41.92703616
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,HadGEM2-ES,2080s,68.21956121
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,MIROC-ESM-CHEM,2050s,47.04241035
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,MIROC-ESM-CHEM,2080s,65.38338961
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,MRI-CGCM3,2050s,24.83539411
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp45,MRI-CGCM3,2080s,38.12906236
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,CCSM4,2050s,45.09756265
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,CCSM4,2080s,85.11356083
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,GFDL-CM3,2050s,79.94355018
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,GFDL-CM3,2080s,138.256692
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,GFDL-ESM2M,2050s,45.95367717
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,GFDL-ESM2M,2080s,73.78793476
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,HadGEM2-AO,2050s,57.10697131
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,HadGEM2-AO,2080s,104.6139268
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,HadGEM2-ES,2050s,54.52398807
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,HadGEM2-ES,2080s,111.989986
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,MIROC-ESM-CHEM,2050s,62.8995817
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,MIROC-ESM-CHEM,2080s,125.0157582
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,MRI-CGCM3,2050s,31.11369675
Aucune zone d'influence métropolitaine (Qc) / No metropolitan influenced zone (Que.),2489,Quebec,rcp85,MRI-CGCM3,2080s,63.13061053
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,CCSM4,2050s,13.36296417
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,CCSM4,2080s,16.33152651
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,GFDL-CM3,2050s,26.12121104
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,GFDL-CM3,2080s,36.12564445
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,GFDL-ESM2M,2050s,10.86901842
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,GFDL-ESM2M,2080s,15.40302151
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,HadGEM2-AO,2050s,16.79957938
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,HadGEM2-AO,2080s,23.50942368
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,HadGEM2-ES,2050s,14.98095588
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,HadGEM2-ES,2080s,24.39347908
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,MIROC-ESM-CHEM,2050s,15.68984054
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,MIROC-ESM-CHEM,2080s,21.98152029
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,MRI-CGCM3,2050s,8.090512849
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp45,MRI-CGCM3,2080s,12.80610965
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,CCSM4,2050s,15.62665089
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,CCSM4,2080s,30.0345532
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,GFDL-CM3,2050s,28.58828528
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,GFDL-CM3,2080s,48.9720237
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,GFDL-ESM2M,2050s,16.15871197
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,GFDL-ESM2M,2080s,25.75675892
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,HadGEM2-AO,2050s,20.78688966
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,HadGEM2-AO,2080s,36.86187098
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,HadGEM2-ES,2050s,19.26688471
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,HadGEM2-ES,2080s,39.47255862
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,MIROC-ESM-CHEM,2050s,21.81107595
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,MIROC-ESM-CHEM,2080s,43.35364517
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,MRI-CGCM3,2050s,10.36845751
Zone d'influence métropolitaine faible (Qc) / Weak metropolitan influenced zone (Que.),2490,Quebec,rcp85,MRI-CGCM3,2080s,22.52146764
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,CCSM4,2050s,25.23611987
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,CCSM4,2080s,31.30990587
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,GFDL-CM3,2050s,53.4340666
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,GFDL-CM3,2080s,75.38865775
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,GFDL-ESM2M,2050s,21.64178548
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,GFDL-ESM2M,2080s,30.84978099
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,HadGEM2-AO,2050s,32.02237303
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,HadGEM2-AO,2080s,44.38997044
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,HadGEM2-ES,2050s,31.4836314
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,HadGEM2-ES,2080s,49.72820479
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,MIROC-ESM-CHEM,2050s,32.52268815
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,MIROC-ESM-CHEM,2080s,45.45127575
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,MRI-CGCM3,2050s,15.34436423
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp45,MRI-CGCM3,2080s,24.46341855
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,CCSM4,2050s,31.16108774
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,CCSM4,2080s,59.53537492
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,GFDL-CM3,2050s,59.21459363
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,GFDL-CM3,2080s,101.7470091
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,GFDL-ESM2M,2050s,33.34131216
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,GFDL-ESM2M,2080s,51.91516907
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,HadGEM2-AO,2050s,40.78506515
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,HadGEM2-AO,2080s,73.99351865
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,HadGEM2-ES,2050s,38.58957981
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,HadGEM2-ES,2080s,80.90357974
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,MIROC-ESM-CHEM,2050s,44.88492923
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,MIROC-ESM-CHEM,2080s,90.52811951
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,MRI-CGCM3,2050s,20.09111624
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2491,Quebec,rcp85,MRI-CGCM3,2080s,45.18068454
Dolbeau-Mistassini,2492,Quebec,rcp45,CCSM4,2050s,16.73464519
